article number,headline,webPublicationDate,text,snippet,section,source,week
1668,Deal struck to enable EU to block budget payments to rogue members,11/5/20,"Brussels will be able to block budget payments to rogue EU governments that undermine the rule of law or the independence of judges, under a hard-fought agreement between the European parliament and member states. In what was described as the “end of a painful phase” for the EU, a provisional deal has been struck, which will allow a qualified majority of member states to impose sanctions where governments fail to maintain democratic standards. Procedures under article 7 of the EU treaties were launched against Poland in 2017 and Hungary in 2018 over alleged attempts by the governments to undermine the independence of their judges. But the current system requires unanimity among the member states before sanctions, such as the removal of voting rights in Brussels, can be imposed. The rightwing governments in Poland and Hungary have said they will protect each other from such measures. Under the new mechanism, there would be greater accountability over EU payments through removal of that veto. The European commission will establish whether any principles have been violated and then propose sanctions. A suspension of payments from the bloc’s seven-year budget and coronavirus recovery fund could be enforced in response to “breaches of the principles of the rule of law in a member state” or where governments “seriously risk affecting the sound financial management of the EU budget or the protection of the financial interests of the EU”. EU countries would then have one month to adopt the sanctions proposed by the commission by a “qualified majority”, which means at least 15 of the 27 countries representing at least 65% of the bloc’s 450 million citizens. The targeted member state could trigger an “emergency break” to allow an extra two months of talks over a possible compromise. But once the sanctions have been agreed they must be implemented within seven months. “We are ending a painful phase,” said Petri Sarvamaa, the Finnish MEP who helped lead to the European parliament’s negotiators with the member states over the mechanism. “If we had left this regulation too vague, toothless, then the ship would have continued to stay off the course indefinitely. This is what happened actually … Just look at what has happened in the US in the last four years … We want to avoid that situation in Europe.” Katalin Cseh, a Hungarian MEP in the liberal Momentum party, said the agreement would prevent the prime minister of Hungary, Viktor Orbán, and others from using the EU as a “cash machine”. She said: “Hungary is not a functioning democracy any more. Orbán and the government will fight to the death to stop the functioning of this. But I hope we have found something to stop this kind of violation.” The deal must now be officially endorsed by a qualified majority of the EU’s 27 member states and a majority in the parliament. But MEPs and the member states are remain in dispute over the total size of the seven-year budget and coronavirus recovery fund, in a row that threatens its timely distribution. The parliament wants to secure additional funding beyond the €1.8tn (£1.6tn) agreed by EU leaders earlier this year. Cristian Terheş MEP, from the Romanian Christian Democratic National Peasants’ party, said the rule-of-law mechanism was an unacceptable interference by Brussels into domestic politics. He said: “The EU is shaking a chequebook rather than a gun at the head of democratically elected governments in Poland and Hungary in order to bully them into doing Brussels’ bidding. “This is a despicable interference in the lawful democratic decision-making of member states. States have constitutions and parliaments which need to be respected by Brussels, rather than being whipped into line like a badly behaved child.”",,Foreign,Guardian,5
1669,Denmark tightens lockdown in north over mink Covid outbreak,11/5/20,"An outbreak among farmed mink of a mutant form of Covid-19 with the potential to be resistant to future vaccines has led to the Danish government bringing in tougher lockdown measures in parts of the country. The measures were announced following the discovery of a new strain of the disease in animals bred for fur in the country’s northern regions.
Twelve people in the Jutland region have been diagnosed with infection with the new strain, and municipalities in northern Denmark will impose restrictions on residents’ movements between regions. Restaurants and bars will also be shut, said Per Bach Laursen, the mayor of the Vesthimmerland municipality. The country’s health authorities fear the new strain could prove to be more resistant against a vaccine. Kåre Mølbak, head of the State Serum Institute, the national authority for the control of infectious diseases, said the strain had mutations on its spike protein, the part of the virus that infects healthy cells. He said the strain posed a potential threat to the efficacy of Covid-19 vaccines, which work by disabling the spike protein. “There is a risk that vaccines targeting the spike protein will not provide optimal protection against the new viruses occurring in mink,” a report published by the institute said.
Denmark’s health minister, Magnus Heunicke, said laboratory research had “shown that mutations may affect current candidates for a vaccine against Covid-19”. He said: “It is a threat to the development of vaccines against the coronavirus. This is why we must lead a national campaign.” The World Health Organization said it had been “informed by Denmark of a number of persons infected with coronavirus from mink, with some genetic changes in the virus”. Denmark is the largest producer of mink skins in the world, producing 40% of the world’s pelts. Mink is the country’s third-biggest agricultural export. Between 15 million and 17 million mink, kept on more than a thousand Danish farms, will be killed in an effort to restrict the spread of the virus strain. After previous Covid outbreaks 1.2 million mink were killed at 400 farms, which either had infections or were close to infected farms. There are 1,139 mink farms in Denmark employing about 2600 full-time staff.
The €800m cost of the cull policy, including compensation for affected farmers, has raised questions about the evidence for the action. “We are asking to have [the evidence] sent over so we can assess the technical basis,” a spokesperson for the Liberal party told the broadcaster TV2 on Wednesday. Tage Pedersen, the president of the Danish mink breeders association said the cull would be the end of the industry.
He said: “It is a dark day for all of us and for Denmark. Of course, we don’t want to be the cause of another pandemic but the government’s decision is a disaster for our industry and Denmark. It is a de facto permanent shutdown and liquidation of the fur industry.” The Dutch government killed the mink populations on 68 mink farms in June and announced the intention to permanently close the sites from the spring of 2021 after an outbreak of coronavirus. A survey of employees in mink farms in the Netherlands found that more than 50% had been infected by a strain of the coronavirus found in the minks. The conclusion arrived at was that many of the people could have been directly or indirectly infected by the animals.",,Foreign,Guardian,5
1670,England enters second lockdown after MPs approve regulation,11/5/20,"England has begun its second nationwide lockdown on Thursday, despite a bruising vote the previous day in which Boris Johnson’s coronavirus strategy was rejected by dozens of his own MPs. Senior Tories including former leaders Theresa May and Iain Duncan Smith were among those in Wednesday’s Commons debate to attack Downing Street’s management of the pandemic, which claimed nearly 500 lives across the UK on Wednesday – up 24% on the previous day – and left more than 12,000 people hospitalised. NHS England warned that within two weeks more hospital beds could be filled than at the height of the first wave, and said its alert level would rise to 4 from Thurday, meaning the pandemic response would be handled nationally rather than regionally. The four-week stay-at-home order starting on Thursday, in which all non-essential shops and venues will have to close, is likely to be more heavily policed than the first national lockdown in March, after the home secretary, Priti Patel, told forces that Johnson expected them to “strengthen enforcement”. The House of Commons approved the new measures on Wednesday by 516 votes to 38 with opposition parties backing the government. Thirty-four Conservative MPs voted against the four-week lockdown – the central plank of Downing Street’s plan for containing the virus – and several said they could not support any extension beyond 2 December, when it is due to end. May was among those who lined up to criticise the government, saying no data had been produced to justify the rules. In a final attempt to quell a substantial revolt, Johnson had urged rebels in his party to “put differences aside”. But May said the potential need for a rolling series of lockdowns would cause “irreparable damage” to the economy and have a “significant impact on lives”, while the regional tiers system had not been given adequate time to work. Liverpool, which has been subject to tier 3 measures, had seen cases halve, which May said suggested the localised approach may be working. Duncan Smith said the data used to put England into lockdown had “unravelled in the last few days”, also pointing to case numbers in Liverpool. He said he would not vote for the government’s plan, saying he believed that the leak of the lockdown plans on Friday had “bounced the government” into announcing the measures. Many Conservative MPs were taken aback by the prime minister’s abrupt abandonment of tiered regional restrictions, which he had been robustly defending days before Saturday’s announcement. Scientists believe the R number is still above 1 in most parts of the country, meaning that even though infection rates are slowing in Liverpool and other tier 3 areas, the decline is not by enough to avoid a prolonged second wave and excess deaths. May abstained rather than vote against the lockdown measures, and Duncan Smith was among those voting against, as were a string of other former ministers including Steve Baker and Esther McVey, and the chair of the 1922 Committee, Graham Brady.
The government also published advice for people defined as “clinically extremely vulnerable” on Wednesday, hours before the lockdown was due to begin. The clinically extremely vulnerable group includes those with reduced immune systems, specific cancers or severe respiratory conditions such as cystic fibrosis. They are being strongly advised to stay at home at all times unless they are going out for exercise or a doctor’s appointment. People with chronic kidney disease (stage 5) and those undergoing dialysis, as well as adults with Down’s syndrome, are being added to the shielding list by the NHS due to new evidence about groups more likely to be at risk of serious illness from Covid-19. During the Commons debate, Johnson vowed that the lockdown would end on 2 December and that ministers would seek a “fresh mandate” on what came next. “It is right for members on all sides of this house to have the doubts that have been expressed, to seek answers from me, and to provide scrutiny,” he said. “But while it pains me to call for such restrictions on lives, liberty, and business, I have no doubt that these restrictions represent the best and safest path for our country, our people and our economy.” Johnson did not remain in the Commons for May’s speech, causing cries of outrage from the opposition benches. But he told MPs earlier: “I know there are many in this house who are concerned about how long these measures might last, and that if people vote for these regulations today, they could suddenly find that they’re trapped with these national measures for months on end. “So let me level with the house. Of course I can’t say exactly where the epidemiology will be by 2 December, but what I can say is that the national measures that I hope the house will vote on tonight are time-limited … They legally expire.” The prime minister reiterated that the NHS being overwhelmed could have disastrous consequences. “It means that the precious principle of care for everyone who needs it, whoever they are, whenever they need it, that principle can be shattered for the first time in our experience,” he said. “It means those who are sick and suffering and in need of help could be turned away because there was no room in our hospitals.” Brady said he would vote against the government “with greater conviction than I have in casting any vote in those 23 years [as an MP]”. He said: “I think there is an, unintended perhaps, arrogance in assuming the government has the right … to tell people whether they can visit their elderly parents in a care home, whether it has the right to tell parents they can’t see their children or grandchildren, whether it has any right – for heaven’s sake – to tell consenting adults with whom they are allowed to sleep.” Baker said he would vote against the measures “with a heavy heart,” because of doubts about the data presented to MPs. He said the UK must “improve standards in government so that never again do we see a model like this, which evaporates like morning mist under the sunlight of close inspection”. However, he said there was a crucial need for compliance with the new rules, in a dig at the prime minister’s adviser Dominic Cummings who broke the last lockdown’s rules. “No more innovative eye tests,” Baker said.",,Foreign,Guardian,5
1671,Europe's second wave: anger in Italy as Covid restrictions bite across continent,11/5/20,"The leaders of Italian regions entering partial lockdown on Friday have lambasted the government’s new tiered system, which has categorised some areas with the lowest rates of Covid-19 in the country as high-risk red zones. The row, which is expected to provoke more protests against restrictions in the coming days, erupted as Italy registered 34,505 new coronavirus infections on Thursday and 445 fatalities - the highest daily death toll since 23 April. Covid-19 deaths in Italy since the start of the pandemic are the highest in mainland Europe and now stand at 40,192. Meanwhile, Greece became the latest European country to announce a return to lockdown, and Germany and Poland both reported new daily case records. The southern Italian region of Calabria – which registered 245 new infections on Wednesday – will join Lombardy, which has been worst-hit, Piedmont and Aosta Valley in partial lockdown. The restrictions mean people will be able to leave their homes only for work, health or emergency reasons. Bars, restaurants and non-essential shops apart from hairdressers will have to close. Nino Spirlì, the acting president of Calabria, said the lockdown was unjustified and that he would appeal against its imposition. “This region does not deserve an isolation that will be fatal to it,” he said.
Neighbouring Campania currently has the second-highest daily caseload in the country but has been put in the lower-risk yellow zone, as has Lazio, the region surrounding Rome. Puglia, also in the south, and Sicily are in the medium-risk orange zone, meaning bars and restaurants will have to close and people will be banned from moving beyond their towns or cities. “The decision to relegate Sicily to the orange zone is absurd and unreasonable,” said Nello Musumeci, the island’s president. The leaders of Lombardy, Piedmont and Aosta Valley have also demanded to know exactly how the tier system was decided. The restrictions, which will be in place until 3 December, are said to have been determined by the rate of Covid-19 transmission, the number of infections and people with symptoms and the availability of hospital beds. Italy’s prime minister, Giuseppe Conte, said intensive care capacity would be at risk in 15 of Italy’s 20 regions within a few weeks unless new measures were enacted. Greece’s prime minister, Kyriakos Mitsotakis, said on Thursday that the resurgence of the virus required a three-week national lockdown that would begin at 6am on Saturday. The country recorded 2,646 new infections and 18 deaths on Wednesday, up sharply from last week. The virus has killed 673 people in Greece among almost 47,000 infected. “It was a difficult decision … but measures must be taken for three weeks to overcome this second wave,” Mitsotakis told a videoconference on Thursday. Under the measures, Greeks can leave their homes only if they receive authorisation after making an official request by phone or SMS. Only essential shops, including supermarkets and pharmacies, will be open. Unlike the previous six-week lockdown that began in late March, however, kindergartens and primary schools will remain open. Secondary school pupils will be taught remotely. University students are already doing online classes.
Germany’s national disease control centre, the Robert Koch Institute, said 19,990 infections had been confirmed over the past 24 hours, topping the previous record of 19,059 on Saturday. The country has now recorded 597,583 cases and 10,930 deaths. A four-week partial shutdown took effect on Monday. Bars, restaurants and leisure and sports facilities are closed and new contact restrictions have been imposed. Shops and schools remain open. Poland reported 27,143 new cases on Thursday, well up on the 24,692 reported on Wednesday. The government is expected to announce new restrictions to try to contain the second wave of Covid-19. Spain, which is under curfew after the declaration of a state of emergency, reported 21,908 new cases on Thursday, and 368 new deaths – the highest daily death toll to date in the second wave. The country now has a total of 1,306,316 cases. In France, which is already in a month-long national lockdown intended to put “a brutal brake” on the virus, the mayor of Paris announced that some shops that sell takeaway alcohol and food will be forced to close at 10pm to prevent further contagion. France’s public health agency said on Wednesday that there had been more than 40,500 new infections in 24 hours and 385 deaths in hospital. The overall French death toll stands at 38,674, and there are 4,089 people in intensive care. The country has 6,400 intensive care beds available nationwide.
The new lockdown allows people to leave home only to go to the office, if working-from-home is not possible; to go to the doctor; exercise outdoors; drop children off at school, or do essential shopping. Sweden’s prime minister, Stefan Löfven, has gone into self-isolation after a person in his “vicinity” met with someone who had been confirmed to have Covid-19. In neighbouring Denmark, which is also facing a resurgence in cases, the prime minister, Mette Frederiksen, is also in self-isolation after the justice minister tested positive. In Ireland, however, the countermeasures appear to be paying off and the country now has one of Europe’s lowest incidence rates after two weeks of maximum tier restrictions. The R value, which indicates the number of people on average an infected person will infect, is now 0.7 and 0.9. To suppress the virus it must be below 1.
The cumulative 14-day incidence rate has fallen to 212.7 per 100,000 people, a 30% reduction. It gives Ireland the seventh lowest rate of 31 European countries, above Finland, Norway, Iceland, Estonia, Latvia and Greece. Authorities reported eight coronavirus-related deaths and 444 new cases on Wednesday, bringing the death toll since the pandemic began to 1,930. The total number of cases is 63,483. Health officials attribute the improving numbers to moderate restrictions imposed on Dublin city and county on 18 September, followed by nationwide severe restrictions on 21 October. They are due to end on 2 December, by which time authorities hope daily case numbers will be between 50 and 100. There have been a handful of small, fleeting protests. Infection rates have also fallen in Northern Ireland, but health officials have advised the Stormont executive to extend restrictions on the hospitality sector, which are due to end on Friday.",,Foreign,Guardian,5
1672,Evo Morales to return from exile to Bolivia in 800-vehicle convoy,11/5/20,"Bolivia’s exiled former president, Evo Morales, is set to make a triumphant homecoming next week, leading an 800-vehicle convoy to the jungle-clad coca-growing region where he began his political career. The Bolivian newspaper Página Siete reported that Morales would cross from Argentina into the southern border town of Villazón on Monday morning before heading 600 miles north to the province of Chapare. Bolivia’s first indigenous president, who was driven into exile last November in what supporters called a US-backed coup, plans to arrive in the town of Chimoré on Tuesday, exactly a year after fleeing the same location on a Mexican airforce jet.
The return of Bolivia’s first indigenous president comes after his Movement for Socialism (Mas) reclaimed the presidency last month when Morales’ former finance minister, Luis Arce, won a landslide election victory. The former coca farmer, who led Bolivia from 2006 to 2019, has been living in Buenos Aires since Argentina’s government granted him asylum last year. Arce will take office on Sunday, 24 hours before Morales’ return, with the guest list including leftist regional leaders such as Argentina’s president, Alberto Fernández, and the Venezuelan strongman Nicolás Maduro. For Morales, 61, the homecoming is a chance to celebrate a remarkable political revival by Mas and make a powerful statement about his own political relevance in a profoundly symbolic region. “It’s really the equivalent of Trump going into Nebraska and Oklahoma to have campaign rallies,” said Jim Shultz, a Bolivia specialist. The Argentinian newspaper Página/12 said Morales aides were billing the “caravan” to the Chapare as a “historic journey” that would conclude with a “great ceremony of welcome and thanks to the people”. The Mas senator Leonardo Loza told Argentina’s RadioCut that followers were preparing a “historic gathering” in Chimoré to which he hoped up to 1.5 million supporters would flock from across Bolivia.
Álvaro Ruiz, the head of the pro-Mas Federation of Municipal Associations of Bolivia, told reporters: “He will be coming back with the same strength and the same hope.” Shultz saw an intensely personal side to Morales’s journey home. “I’m sure he’s miserable being outside Bolivia. I’m sure he misses the people, the attention, the food … on a personal level I’m sure he’s ecstatic to be coming home.” But many, even within Morales’s party, are thought to be uneasy about the reappearance of a charismatic but deeply divisive figure whose reluctance to give up power contributed to the turmoil that engulfed the South American country after last year’s disputed election. Shultz said it was unclear whether Morales would be content to take a backseat role in politics or aspired to be “a behind-the-scenes kingmaker telling underlings how to run the country”. “The question is whether all we are looking at is somebody rebuilding their personal reputation and reconnecting with their support base, or whether we are looking at the opening of an alternative power base within the Mas … No one knows the answer to that question.”",,Foreign,Guardian,5
1673,Hong Kong police launch hotline for residents to inform on each other,11/5/20,"Hong Kong police have launched a hotline for the city’s residents to inform anonymously on anyone they allege has broken a sweeping new national security law. Critics say the measure has disturbing echoes of surveillance methods used in mainland China, will deepen divisions in the city and could be exploited by individuals trying to settle personal, business or political scores. The system allows people to send tip-offs via video, audio files and pictures to the police, without sharing their personal details. More than 1,000 pieces of information were submitted on Thursday, the first day of operation, the South China Morning Post reported. The system “replicat[es] the Chinese Communist party’s model of relying on grassroots informants,” Maya Wang, a senior China researcher at Human Rights Watch, said on Twitter. Hong Kong authorities said the law brought in by Beijing in June would affect only a “small minority who endanger national security”. But it has already been used to target pro-democracy politicians, activists and academics, and to curtail a year-long protest movement.
The Democratic party legislator James To said the hotline could tear an already divided city apart, and was unnecessary when the police’s existing national security unit already had “tremendous” powers. “It will be a serious blow to freedom in Hong Kong and will undermine the trust between people,” he told the local broadcaster RTHK. “Much of the reports will be related to individuals’ political opinions.” Comments on a police Facebook page promoting the site deepened concerns that some in Hong Kong hoped to use it for surveillance of neighbours with political differences. Posters said they would use it to denounce people who ate at restaurants known to back the pro-democracy movement, RTHK reported. Others made comments attacking “cockroaches”, a term sometimes used to attack supporters of the pro-democracy movement. Joshua Wong, a student activist, said the hotline carried disturbing echoes of one of mainland China’s most turbulent periods, the Cultural Revolution of the 1960s and 1970s. Then, neighbours, colleagues and even families were encouraged to denounce each other, with devastating and sometimes deadly consequences. “No matter where you are, your private conversations, business chats, social media posts or school lectures can be reported via this new hotline,” Wong said. “By putting ‘eyes and ears everywhere’, the hotline can also be used for business retaliation, by encouraging citizens snitching on each other and cooking up charges against business competitors, just like what happened during China’s Cultural Revolution.”",,Foreign,Guardian,5
1674,"Israeli forces leave 41 children homeless after razing Palestinian village, UN says",11/5/20,"Israeli forces in the occupied West Bank have razed a Palestinian village, leaving 73 people – including 41 children – homeless, in the largest forced displacement incident for years, according to the United Nations. Excavators escorted by military vehicles were filmed approaching Khirbet Humsa and proceeding to flatten or smash up tents, shacks, animal shelters, toilets and solar panels. “These are some of the most vulnerable communities in the West Bank,” said Yvonne Helle, the UN humanitarian coordinator for the occupied Palestinian territory. Three-quarters of the community lost their shelters during Tuesday’s operation, she said, making it the largest forced displacement incident in more than four years. However, by the number of destroyed structures, 76, the raid was the largest demolition in the past decade, she added. On Wednesday, families from the village were seen rifling through their wrecked belongings in the wind, with some of the first rain of the year arriving the same day. The UN published a photo of a bed and a cot in the open desert. The village is one of several Bedouin and sheepherding communities in the Jordan Valley area that is located within Israeli-declared army training “firing zones”, and despite being within the Palestinian Territories, people there often face demolitions for a building without Israeli permission. “Palestinians can almost never obtain such permits,” said Helle. “Demolitions are a key means of creating an environment designed to coerce Palestinians to leave their homes,” she said, accusing Israel of “grave breaches” of international law. Nearly 700 structures have been demolished across the West Bank and East Jerusalem in 2020 so far, she said, more than any year since 2016, leaving 869 Palestinians homeless. Israel’s Civil Administration, the body tasked with running the occupation, said it had carried out an “enforcement activity … against seven tents and eight pens which were illegally constructed, in a firing range located in the Jordan Valley”. Those figures contradicted the UN statement and an on-site report by prominent Israeli human rights group, B’Tselem, which said forces destroyed 18 tents and sheds housing 11 families, 29 tents and sheds used as livestock enclosures, three storage sheds, nine tents used as kitchens, 10 portable toilets, 10 livestock pens, 23 water containers, two solar panels, and feeding and watering troughs for livestock. Israeli forces also destroyed more than 30 tonnes of food for livestock and confiscated a vehicle and two tractors belonging to three residents, the group added. “As part of its efforts to take over more and more Palestinian land, Israel routinely demolishes Palestinian homes and property,” said B’Tselem spokesperson Amit Gilutz. “But the wiping off of a whole community at once is extremely rare, and it seems like Israel was making use of the fact that everyone’s attention is currently set elsewhere to move forward with this inhumane act,” he said in reference to the US election. Israel captured the West Bank from Jordanian forces in 1967 and continues to control and occupy the area, although Palestinians have limited self-rule over small enclaves. The country’s hardline prime minister, Benjamin Netanyahu, said he intends to annex large swathes of occupied Palestinian territories, including the Jordan Valley, although the plan was temporarily “suspended” as part of a deal with the United Arab Emirates.",,Foreign,Guardian,5
1675,Jacinda Ardern must use her mandate to tackle child poverty | Max Rashbrooke,11/5/20,"As the New Zealand First party’s vote share evaporated on election day, so too did Jacinda Ardern’s last excuse for not making more progress on child poverty, her signature issue. No longer able to blame inaction on her one-time conservative coalition partner, and possessing an absolute majority, the Labour leader now has a free hand on an issue dear to her heart. She may have labelled climate change her “nuclear-free moment”, referencing the 1980s Labour government’s famous opposition to nuclear weapons, but it is child poverty reduction, not climate change, that she has always taken as her “extra” portfolio. And Ardern has already made modest progress. Data released in February showed that, on seven out of nine key measurements, child poverty had fallen slightly in her first year in office. And that data was collected before her main anti-poverty initiative so far, the Families Package, had fully taken effect.
The latest Treasury modelling shows that, pre-coronavirus, Ardern was on track to achieve the 2021 targets in the Child Poverty Reduction Act, which include lowering from 16.5% to 10.5% the proportion of families with less than half the typical (median) household income. This, though, was a little bit like getting to base camp on Everest: no mean feat, but infinitely easier than the task ahead. The coronavirus-induced recession has clearly worsened some forms of poverty – just look at the food bank queues. The Treasury thinks the number of families in “material hardship” – those reporting they are unable to afford basic items – will “rise sharply”. Progress on other measures, such as the household incomes one, is likely to stall or partially reverse. Ardern’s long-term targets, meanwhile, are daunting. They require the proportion of households with less than half the typical income to fall to just 5% by 2028, for instance. It is important to stand back and appreciate the scope of this ambition. It would cut the number of children in poverty by two-thirds in a decade, placing New Zealand amongst the world’s best performers and profoundly reducing misery and marginalisation. But ambitious targets require ambitious policy agendas – all the more so as the hardest challenges are still to be met. The families helped so far will largely be those who were in relatively “shallow” poverty, needing perhaps an extra $50 a week to be lifted over the line. The families Ardern will have to help in later years will be as much as $350 a week under the poverty line, according to the 2018 Welfare Expert Advisory Group (WEAG). And their numbers will have been swollen by coronavirus.
For all that she is supposed to be a transformational figure, Ardern has relied largely on the “third way” policies of her Labour predecessor, Helen Clark, in her fight against child poverty. The Families Package rejigged a familiar array of tax credits and payments, albeit signalling a minor shift to universalism via the best start payment for all newborns. Some more ambitious policies are on the way. The minimum wage will continue its rise towards $20 an hour, while so-called fair pay agreements will ensure that if workers win good pay rates with one employer, those conditions are spread throughout their industry. Beneficiaries will be able to earn significantly more before their benefits are clawed back, some 200,000 children will get free school lunches, and another 8,000 state houses will be built. But most experts believe these policies will be nowhere near enough. “There’s nothing in place that would give you any confidence that they have the tools to meet the 2028 targets,” says Susan St John, a founding member of the Child Poverty Action Group. At a minimum, she says, the government needs to raise core benefits by nearly 50%, as the WEAG recommended. It should also simplify and increase Working for Families payments, remove sanctions, forgive beneficiaries’ debts and make housing more affordable. Ardern’s innate fiscal and political caution will not help here. Although New Zealand’s coronavirus-induced public debt will, at 55% of GDP, be modest by global standards, she seems reluctant to spend up large on things like solving child poverty. Yet that fight, if it is to be successful, will be expensive, even if it brings immense savings – in the form of healthier, better-educated children – in the long run. St John says the government could easily spend $1bn a year – on a package that includes extending some tax credits to beneficiary families – just as “a holding position to relieve the depth of poverty”. This starkly illustrates the scale of the challenge Ardern faces. She has made it part way up the mountain: but does she have the strength for the climb ahead? Max Rashbrooke is a New-Zealand-based writer with interests in economic inequality and democratic participation. He is currently the 2020 J D Stout Fellow at Victoria University of Wellington",,Foreign,Guardian,5
1676,Johnson urged to denounce Trump's claims of US election fraud,11/5/20,"Boris Johnson has been under pressure to follow European leaders and warn Donald Trump that he will be damaging democracy worldwide if he continues to allege ballot fraud in the US presidential election without any supporting evidence. The prime minister said on Wednesday it was not for the UK as an ally of the US to intervene in the internal politics of the country, a claim that led to charges of cowardice from Labour and contrasted with a clearer stance stance from German politicians. The German foreign minister, Heiko Maas, said: “It is important that all politicians who reach people directly, establish trust in the electoral process and the results.” He added it would be “premature” to comment further given that ballots were still being counted. The German chair of the Bundestag foreign affairs committee, Norbert Röttgen, described Trump’s behaviour as “really unbelievable and it’s really with great sadness to many, many Germans to witness this awful behaviour”. The leadership of the Social Democratic party of Germany (SPD) accused Trump of trying to foment civil unrest with co-leader Saskia Esken saying: “In a democracy every vote counts and elections are decided by the voters.” “A candidate, even if he is the incumbent president, who calls for absentee votes not to be counted, acts anti-democratically,” Esken added. “More than ever, it is true that we have to defend our democratic achievements against populist and nationalist agitation.” Speaking on Sky news, the UK justice secretary, Robert Buckland, became the first minister to hint at any criticism, calling for a “smooth” transition of power if Trump loses the election. He said: “We are all watching, biting our nails to see what might happen in those key swing states. But the important thing from our point of view is that we want the major democracy in the world to have a smooth transition, whether it’s a change of president or whether it’s the same president, we wish them well.” Ministers will be reluctant to ring Joe Biden to congratulate him on his victory until Trump has conceded defeat, but there is a danger that the US president will not do that, and will instead challenge the result either through lengthy vexatious court challenges, or by encouraging his supporters to take to the streets. The chair of the foreign affairs select committee, Tom Tugendhat, tried to avoid direct criticism of Trump saying he supported Republican Senate leader Mitch McConnell in his call to keep counting the votes, but said it would be wrong for the UK to get involved in this stage. Asked if he approved of Trump’s challenge to the results, he said: “If he has got evidence let him bring it. That is how a fair and open legal system works. If he does not then it is simply undermining the process. Keep voting, keep calm.” Tobias Ellwood, the Conservative chairman of the defence select committee, sent out a warning shot. “With authoritarianism on the rise across the world, how America handles and respects the democratic process over the next 48 hours will impact on all western nations’ credibility to uphold, promote and defend hard fought standards at a time of growing global instability.” The shadow trade secretary, Emily Thornberry, told ITV’s Peston that Johnson and the UK foreign secretary, Dominic Raab, were refusing to criticise Trump. “If he had been the leader of any other country in the world then the foreign secretary and the prime minister would have called it out.” She added: “He is behaving like a tinpot dictator… and it’s not acceptable and it should be called out.”",,Politics,Guardian,5
1677,Minister blames public for second English lockdown,11/5/20,"The second national lockdown in England has been caused in part by a lack of public compliance, the justice secretary has said, adding that it will be a “huge challenge” to get the public to follow the strict rules this time. Robert Buckland suggested the public had failed to adhere to the previous system, leading to the need for the four-week lockdown starting on Thursday in England. “That’s one of the reasons we are having to take the measures we are today,” the cabinet minister told the BBC. “Sadly, it’s been difficult frankly regarding the compliance of some people with regard to the quarantine restrictions. “I think it would be very ambitious of me to suggest that somehow we will be able to use the enforcement authorities to intervene in every case I think sadly that’s not possible.” Buckland said he had not seen any of the much-vaunted Covid marshals out in public spaces but said local authorities had been given funding to expand enforcement in order to ease pressure on police. “I haven’t met any, but I know that in my local area arrangements are being made,” he said. “They will have been trained in the regulations, the dos and don’ts and that person will be a useful source of advice and encouragement to make sure we can avoid a situation where lots of people are bring ticketed for infringements.” Police have warned the public to expect tougher action after the home secretary told them to “strengthen enforcement”. Martin Hewitt, the chair of the National Police Chiefs’ Council (NPCC), said: “Not following the regulations and measures put in place to limit the spread of the virus is unacceptable. We won’t waste time with endless encouragement for those who knowingly or deliberately break the rules. People recklessly ignoring the regulations should expect to receive a fixed penalty notice.” Priti Patel told police chiefs that Downing Street wanted tougher action, and senior government figures called for the police to be visible in enforcing Covid regulations, especially against illegal raves or wedding with a large number of attendees. There is a £200 fine for every breach that doubles on every offence, up to a maximum of £6,400, as well as £10,000 for large gatherings. Buckland said the police would use the increased fines for repeat offenders. “I think the message has to go out very clearly that this will only work if we all play our part. The majority of people do brilliantly, but we have to deal with that tiny minority who do not wish to support other people.” The government suffered a bruising vote on the lockdown on Wednesday, with Boris Johnson’s coronavirus strategy rejected by dozens of Conservative MPs. Senior Tories, including former leaders Theresa May and Iain Duncan Smith, were among those in Wednesday’s Commons debate to criticise Downing Street’s management of the pandemic.
Thirty-four Conservative MPs voted against the four-week lockdown – the central plank of Downing Street’s plan for containing the virus – and several said they could not support any extension beyond 2 December, when it was due to end. May was among those who lined up to lambast the government, saying no data had been produced to justify the rules. Buckland said the dissent in parliament was “actually fairly limited”, given the support of opposition parties. “The decision made by the Commons actually reflects the vast majority of the public who support this approach, who do not want to see a series of stop-start measures that not only disrupt life and wellbeing, but disrupt the economy,” Buckland told BBC Radio 4’s Today programme.",,Foreign,Guardian,5
